school_id,short_name,long_name,school_type,primary_category,address,city,state,zip,phone,fax,cps_school_profile,website,progress_report_year,excelerate_award_gold_year,student_growth_rating,student_growth_description,student_attainment_rating,student_attainment_description,culture_climate_rating,culture_climate_description,school_survey_student_response,school_survey_student_response_1,school_survey_teacher_response,school_survey_teacher_response_1,healthy_school_certification,healthy_school_certification_1,creative_school_certification_1,school_survey_involved,school_survey_supportive,school_survey_ambitious,school_survey_effective,school_survey_collaborative,school_survey_safety,suspensions_per_100_students,suspensions_per_100_students_2,misconducts_to_suspensions,misconducts_to_suspensions_2,average_length_suspension,average_length_suspension_2,behavior_discipline_year,behavior_discipline_year_1,student_attendance_year_2,student_attendance_avg_pct,teacher_attendance_year_1,teacher_attendance_year_2,teacher_attendance_avg_pct,other_metrics_year_1,other_metrics_year_2,progress_toward_graduation,progress_toward_graduation_1,state_school_report_card,mobility_rate_pct,chronic_truancy_pct,supportive_school_award,supportive_school_award_desc,parent_survey_results_year,school_latitude,school_longitude,sat_grade_11_score_school,sat_grade_11_score_cps_avg,attainment_sat_grade_11_school,attainment_sat_grade_11_school_1,one_year_dropout_rate_year,one_year_dropout_rate_year_1,one_year_dropout_rate_avg,freshmen_on_track_school,freshmen_on_track_cps_pct,graduation_4_year_school,graduation_4_year_cps_pct,graduation_4_year_school_1,graduation_4_year_cps_pct_1,graduation_5_year_school,graduation_5_year_cps_pct,graduation_5_year_school_1,graduation_5_year_cps_pct_1,college_enrollment_school,college_enrollment_cps_pct,college_enrollment_school_1,college_enrollment_cps_pct_1,college_persistence_school,college_persistence_cps_pct,college_persistence_school_1,college_persistence_cps_pct_1,suspensions_per_100_students_1,misconducts_to_suspensions_1,average_length_suspension_1,improvement_award_year,excellence_award_year,blue_ribbon_award_year,spot_light_award_year
609867,COOPER,Peter Cooper Elementary Dual Language Academy,Neighborhood,ES,1624 W 19TH ST,Chicago,Illinois,60608,773-534-7205,773-534-7245,{'url': 'https://www.cps.edu/schools/schoolprofiles/609867'},{'url': 'http://cooper.cps.edu'},2021,2021,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,PARTIALLY ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",38.3,59,54.4,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,WEAK,NOT ENOUGH DATA,,0,,1.1,,1.7 days,2020,2021,93,89.1,95.1,89,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252142'},1.4,16.8,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2021,41.856031,-87.667227,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610111,PALMER,John Palmer Elementary School,Neighborhood,ES,5051 N KENNETH AVE,Chicago,Illinois,60630,773-534-3704,773-534-3771,{'url': 'https://www.cps.edu/schools/schoolprofiles/610111'},{'url': 'https://palmerpride.org'},2021,2021,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",81.7,59,61,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",STRONG,STRONG,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,2.3,0,21.5,1.1,1.2 days,1.7 days,2020,2021,95,89.1,94.3,90.7,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252391'},4.3,14.1,EXEMPLARY,"This school has a strong commitment and robust systems to support social and emotional learning (SEL).  Documents, observations, and interviews with students, parents, and other members of the school community demonstrate that SEL is a core part of students’ experience and the learning environment meets CPS School Climate Standards.",2021,41.973289,-87.739213,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610352,DURKIN PARK,Durkin Park Elementary School,Neighborhood,ES,8445 S KOLIN AVE,Chicago,Illinois,60652,773-535-2322,773-535-2299,{'url': 'https://www.cps.edu/schools/schoolprofiles/610352'},{'url': 'https://durkinpark.com'},2021,2021,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",96.5,59,82.1,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",STRONG,STRONG,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,,0,,1.1,,1.7 days,2020,2021,95.3,89.1,94.4,92,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252933'},3.7,13,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2021,41.738844,-87.729955,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609779,ARMSTRONG G,George Armstrong International Studies ES,Neighborhood,ES,2110 W GREENLEAF AVE,Chicago,Illinois,60645,773-534-2150,773-534-2192,{'url': 'https://www.cps.edu/schools/schoolprofiles/609779'},{'url': 'https://georgearmstrongelementary.org'},2021,2021,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",89.3,59,69.5,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",STRONG,STRONG,STRONG,STRONG,STRONG,NOT ENOUGH DATA,0.6,0,21.1,1.1,1.6 days,1.7 days,2020,2021,94,89.1,93.5,90.8,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252059'},6.8,15.8,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2021,42.01015,-87.684442,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,0.2,66.7,2.0 days,,,,
610153,RYDER,William H Ryder Math & Science Specialty ES,Neighborhood,ES,8716 S WALLACE ST,Chicago,Illinois,60620,773-535-3843,773-535-3883,{'url': 'https://www.cps.edu/schools/schoolprofiles/610153'},{'url': 'https://ryderschool.org'},2021,2021,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",60.3,59,63.2,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",STRONG,VERY STRONG,VERY STRONG,STRONG,STRONG,NOT ENOUGH DATA,,0,,1.1,,1.7 days,2020,2021,96.1,89.1,92.7,82.3,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252429'},4.8,9.2,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2021,41.735379,-87.638843,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609959,HAINES,John Charles Haines Elementary School,Neighborhood,ES,247 W 23RD PL,Chicago,Illinois,60616,773-534-9200,773-534-9209,{'url': 'https://www.cps.edu/schools/schoolprofiles/609959'},{'url': 'http://haines.cps.edu'},2021,2021,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",88.5,59,80.4,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",VERY STRONG,NEUTRAL,NEUTRAL,STRONG,STRONG,NOT ENOUGH DATA,0.3,0,20,1.1,2.0 days,1.7 days,2020,2021,98.9,89.1,93.8,89.4,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252235'},0.5,1.7,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2021,41.849958,-87.633806,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609848,ALDRIDGE,Ira F Aldridge Elementary School,Neighborhood,ES,630 E 131ST ST,Chicago,Illinois,60827,773-535-5614,773-535-5613,{'url': 'https://www.cps.edu/schools/schoolprofiles/609848'},{'url': 'https://aldridge.cps.edu'},2021,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",77.2,59,85.2,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",NEUTRAL,STRONG,STRONG,STRONG,STRONG,NOT ENOUGH DATA,1.5,0,10.7,1.1,1.7 days,1.7 days,2020,2021,82.3,89.1,95.3,90.4,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252054'},16.7,54,EXEMPLARY,"This school has a strong commitment and robust systems to support social and emotional learning (SEL).  Documents, observations, and interviews with students, parents, and other members of the school community demonstrate that SEL is a core part of students’ experience and the learning environment meets CPS School Climate Standards.",2021,41.657405,-87.606474,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610192,STOWE,Harriet Beecher Stowe Elementary School,Neighborhood,ES,3444 W WABANSIA AVE,Chicago,Illinois,60647,773-534-4175,773-534-4167,{'url': 'https://www.cps.edu/schools/schoolprofiles/610192'},{'url': 'https://stowe.cps.edu'},2021,2021,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NOT YET ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",88.4,59,72.7,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",WEAK,NEUTRAL,NEUTRAL,WEAK,WEAK,NOT ENOUGH DATA,3.3,0,65.6,1.1,1.9 days,1.7 days,2020,2021,89.6,89.1,95.7,90.1,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252472'},4.9,30.1,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2021,41.911938,-87.713318,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,
609887,DIXON,Arthur Dixon Elementary School,Neighborhood,ES,8306 S SAINT LAWRENCE AVE,Chicago,Illinois,60619,773-535-3834,773-535-3811,{'url': 'https://www.cps.edu/schools/schoolprofiles/609887'},{'url': 'http://www.dixoneagles.org'},2021,2021,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",47.6,59,97.4,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,VERY STRONG,NOT ENOUGH DATA,1.7,0,62.5,1.1,1.8 days,1.7 days,2020,2021,94.6,89.1,95.1,81.9,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252161'},3.8,16,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2021,41.743669,-87.609979,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610100,WEST PARK,West Park Elementary Academy,Neighborhood,ES,1425 N TRIPP AVE,Chicago,Illinois,60651,773-534-4940,773-534-4945,{'url': 'https://www.cps.edu/schools/schoolprofiles/610100'},{'url': 'https://westparkcps.org'},2021,2021,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",63.6,59,90.9,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",VERY STRONG,STRONG,VERY STRONG,VERY STRONG,VERY STRONG,NOT ENOUGH DATA,,0,,1.1,,1.7 days,2020,2021,96.2,89.1,95.4,46.6,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252908'},5.9,9.6,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",2021,41.906907,-87.732443,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,
610268,ASHE,Arthur R Ashe Elementary School,Neighborhood,ES,8505 S INGLESIDE AVE,Chicago,Illinois,60619,773-535-3550,773-535-3365,{'url': 'https://www.cps.edu/schools/schoolprofiles/610268'},{'url': 'https://cps.edu/ashe'},2021,,NO DATA AVAILABLE,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,WELL ORGANIZED,"5Essentials is based on the My Voice, My School 5Essentials survey of teachers and 6th-12th grade students. To see the complete report for your school, visit  https://www.5-essentials.org/ .",86.9,59,67.7,71,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,"This school has an arts designation of Incomplete Data, meaning it may or may not meet the goals and priorities of the CPS Arts Education Plan, but has insufficient data available to complete an assessment.  To learn more, visit:  http://www.cpsarts.org/ .",STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,0.3,0,100,1.1,2.0 days,1.7 days,2020,2021,84.3,89.1,95.1,80.1,89,2020,2021,2020,2021,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252437'},11.9,46.8,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",2021,41.740184,-87.601174,0,940,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
