school_id,legacy_unit_id,finance_id,short_name,long_name,primary_category,is_high_school,is_middle_school,is_elementary_school,is_pre_school,summary,administrator_title,administrator,address,city,state,zip,phone,fax,cps_school_profile,website,attendance_boundaries,grades_offered_all,grades_offered,student_count_total,student_count_low_income,student_count_special_ed,student_count_english_learners,student_count_black,student_count_hispanic,student_count_white,student_count_asian,student_count_native_american,student_count_other_ethnicity,student_count_asian_pacific,student_count_multi,student_count_hawaiian_pacific,student_count_ethnicity_not,statistics_description,demographic_description,dress_code,kindergarten_school_day,school_hours,earliest_drop_off_time,title_1_eligible,transportation_bus,transportation_el,overall_rating,rating_status,rating_statement,classification_description,school_year,network,is_gocps_participant,is_gocps_prek,is_gocps_elementary,is_gocps_high_school,school_latitude,school_longitude,location,:@computed_region_rpca_8um6,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,secondary_contact_title,secondary_contact,twitter,prek_school_day,bilingual_services,facebook,youtube,after_school_hours,college_enrollment_rate_school,college_enrollment_rate_mean,graduation_rate_school,graduation_rate_mean,classroom_languages,refugee_services,third_contact_title,third_contact_name,fourth_contact_title,fourth_contact_name,fifth_contact_title,fifth_contact_name,freshman_start_end_time,sixth_contact_title,sixth_contact_name,significantly_modified,preschool_inclusive,preschool_instructional,visual_impairments,transportation_metra,seventh_contact_title,seventh_contact_name,hard_of_hearing,pinterest
610046,4560,24281,LYON,Mary Lyon Elementary School,ES,False,True,True,True,"Mary Lyon School wants each student to be developed as a whole child in preparation for college, their future career paths, and 21st century demands. As a school community we work together to motivate our students. At Mary Lyon, we want our students to have the opportunity to dig deeper into subjects that interest them, develop advanced research and communication skills, and learn to tap their creative, problem-solving, and analytical potential while collaborating with others. Mary Lyon Faculty and Staff strive each day to give our children access to rigorous grade-level work. At Mary Lyon our goal is to build student confidence and help them learn the essential time management and study skills needed to be prepared for college and career success.  
Our children inspire our faculty, staff, and community every day.  Our enrichment offerings of orchestra, band, athletics, art, gardening, computers, PATHS, and library help to develop the whole child. Mary Lyon students are proud to be “The Lions!” and believe in our R. O. A. R. S.   (Being Respectful, Organized, Accountable, Responsible, and Safe).  Mary Lyon is proud to be a CPS Network 3 School.",Principal,Clifford Quentin Gabor,2941 N MCVICKER AVE,Chicago,Illinois,60634,773-534-3120,773-534-3375,{'url': 'https://www.cps.edu/schools/schoolprofiles/610046'},{'url': 'https://marylyonschool.com'},True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",1053,820,121,526,12,946,60,22,6,0,0,2,5,0,There are 1053 students enrolled at LYON.  77.9% are Low Income Students.  11.5% are Diverse Learners.  50% are Limited English Learners.,The largest demographic at LYON is Hispanic.  This demographic makes up 89.8% of the student population.  The second greatest demographic is White at 5.7%.,True,Full Day,08:30 AM-03:30 PM,,True,"76, 91",,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Network 3,True,False,True,False,41.934192,-87.777174,"{'type': 'Point', 'coordinates': [-87.777174, 41.934192]}",52,19,22254,81,21,Assistant Principal,Mr. Guadalupe J. Perez,,,True,,,,,,,,,,Assistant Principal,Mr. Richard R. Jackson,,,,,,,,,,,,,,,,
610107,5220,24791,OTIS,James Otis Elementary School,ES,False,True,True,True,"The James Otis World Language Academy community will achieve our vision by cultivating a learning environment that fosters intellectual and social-emotional growth.  Through the Personalized Learning initiative, Otis will challenge our students to become inquisitive thinkers while empowering students to exceed their academic and personal goals.  We aspire to develop parental and community partnerships in order to nurture a holistic learning environment and create life-long student achievement that will prepare our students for real-world experiences and higher education. 
 The mission of James Otis World Language Academy is to guide students to take ownership of their learning through reflective thinking, high expectations and a commitment to achievement. Otis Elementary provides a balanced curriculum designed to meet the academic, cultural and social-emotional needs of the entire student body.  Through our Personalized Learning initiative, students will engage in rich, relevant, and diverse learning experiences to grow into self-assured, open-minded, and inquisitive learners. All members of the Otis community are committed to grow as productive, empathetic, responsible, and inclusive citizens. 
 
    .tb_button {padding:1px;cursor:pointer;border-right: 1px solid #8b8b8b;border-left: 1px solid #FFF;border-bottom: 1px solid #fff;}.tb_button.hover {borer:2px outset #def; background-color: #f8f8f8 !important;}.ws_toolbar {z-index:100000} .ws_toolbar .ws_tb_btn {cursor:pointer;border:1px solid #555;padding:3px}   .tb_highlight{background-color:yellow} .tb_hide {visibility:hidden} .ws_toolbar img {padding:2px;margin:0px}
 
 
    .tb_button {padding:1px;cursor:pointer;border-right: 1px solid #8b8b8b;border-left: 1px solid #FFF;border-bottom: 1px solid #fff;}.tb_button.hover {borer:2px outset #def; background-color: #f8f8f8 !important;}.ws_toolbar {z-index:100000} .ws_toolbar .ws_tb_btn {cursor:pointer;border:1px solid #555;padding:3px}   .tb_highlight{background-color:yellow} .tb_hide {visibility:hidden} .ws_toolbar img {padding:2px;margin:0px}",Principal,Claudia Guerrero Oberlin,525 N ARMOUR ST,Chicago,Illinois,60642,773-534-7665,773-534-7673,{'url': 'https://www.cps.edu/schools/schoolprofiles/610107'},{'url': 'https://otis.cps.edu'},True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",325,259,122,130,104,192,15,7,1,0,0,5,1,0,There are 325 students enrolled at OTIS.  79.7% are Low Income Students.  37.5% are Diverse Learners.  40% are Limited English Learners.,The largest demographic at OTIS is Hispanic.  This demographic makes up 59.1% of the student population.  The second greatest demographic is Black at 32%.,True,Full Day,07:30 AM-02:30 PM,7:15 am,True,"9, 65, 66",Blue,Level 2,PROVISIONAL SUPPORT,"This school received a Level 2 rating, which is a low rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Network 6,True,False,True,False,41.891806,-87.665426,"{'type': 'Point', 'coordinates': [-87.665426, 41.891806]}",49,25,22620,485,41,Assistant Principal,Rachel Mann,,Full and Half Day,True,,,2:30am - 5:00pm,,,,,Spanish,,,,,,,,,,,,True,True,True,,,,,
609920,3370,29071,KANOON,Gerald Delgado Kanoon Elementary Magnet School,ES,False,True,True,True,Kanoon Magnet School offers World Language instruction in Spanish for all grade levels. Kanoon partners with the law firm of Sidley & Austin and the UIC Parent Literacy Program FLAME. Students have won Daniel Murphy Scholarships and teachers have earned Rochelle Lee awards as well as Education Foundation and Donors Choose grants.,Principal,Marin Gonzalez,2233 S KEDZIE AVE,Chicago,Illinois,60623,773-534-1736,773-534-1740,{'url': 'https://www.cps.edu/schools/schoolprofiles/609920'},{'url': 'https://kanoonmagnet.com'},True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",418,356,53,212,4,414,0,0,0,0,0,0,0,0,There are 418 students enrolled at KANOON.  85.2% are Low Income Students.  12.7% are Diverse Learners.  50.7% are Limited English Learners.,The largest demographic at KANOON is Hispanic.  This demographic makes up 99% of the student population.  The second greatest demographic is Black at 1%.,True,Full Day,7:45 AM-2:45 PM,,True,"21, 52",Pink,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Network 7,True,False,True,False,41.850771,-87.705112,"{'type': 'Point', 'coordinates': [-87.705112, 41.850771]}",57,32,21569,261,1,Other,Naranjo Claudia,,Full Day,,,,,,,,,Spanish for Heritage Speakers,,,,,,,,,,,,,,,,,,,
609922,3390,26771,BELMONT-CRAGIN,Belmont-Cragin Elementary School,ES,False,True,True,True,"Welcome to Belmont-Cragin School and Early
Childhood Center, which are located on Chicago’s Northwest Side. Our school
educates about 500 students from grades PreK through 8th grade;
including English language learners and students with disabilities. Belmont-Cragin has
an innovative; Reggio inspired Preschool with a K-8 Personalized Learning and
an emerging Dual Language program that is currently up to 5th grade. Our Dual
Language curriculum creates bilingual, biliterate, and bicultural students
through the implementation of researched based strategies and tools. Through personalized learning, we are providing students with the necessary software platforms, flexible learning environments
and projects to become productive members of the ever-changing 21st century. Students
have opportunities to learn the Fine Arts through instruction in music, visual
art, dance, choir and drama, which students take as a class, as well as,
optional classes in music that students are free to sign up for according to
their interests. Belmont-Cragin is scheduled to move into a new innovative school and community center campus that will serve students in preschool through 8th grade.",Principal,Jorge Mario Melgar,5252 W PALMER ST,Chicago,Illinois,60639,773-534-2900,773-534-2907,{'url': 'https://www.cps.edu/schools/schoolprofiles/609922'},{'url': 'https://belmontcragin.cps.edu'},False,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",499,334,86,369,8,481,4,3,1,0,0,0,0,2,There are 499 students enrolled at BELMONT-CRAGIN.  66.9% are Low Income Students.  17.2% are Diverse Learners.  73.9% are Limited English Learners.,The largest demographic at BELMONT-CRAGIN is Hispanic.  This demographic makes up 96.4% of the student population.  The second greatest demographic is Black at 1.6%.,True,Full Day,8:00 AM-3:00 PM,7:20am,True,"74, 85",,Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",These schools limit their student populations to 600. This provides a more intimate and personalized learning experience.,School Year 2022-2023,Network 3,True,False,True,False,41.92095,-87.757343,"{'type': 'Point', 'coordinates': [-87.757343, 41.92095]}",2,19,22615,307,44,Assistant Principal,Celia Hernandez,{'url': 'https://twitter.com/belmontcragin'},Full and Half Day,True,,,3:15pm-4:15pm,,,,,Spanish,,Assistant Principal,Whitney Fink,,,,,,,,,True,,,,,,,
609926,3420,29081,FRANKLIN,Franklin Elementary Fine Arts Center,ES,False,True,True,False,"Franklin Fine Arts Center is dedicated to encouraging and fostering academic and artistic excellence for all students. Instruction is offered in music, dance, art, drama and piano. Math Explorers is offered as an alternative math class in different grades. FFAC is proud to be Chicago's only citywide magnet school for the arts, a designation we pride ourselves in and it drives us daily to be the very best.   In 2018, FFAC was designated a School of Distinction by the Magnet Schools of America Association and also had on staff, Region 6 Teacher of the Year in the visual arts.    Creativity and good citizenship are emphasized, as we all work towards achieving our motto everyday - to Fly High Flyers!!",Principal,Elizabeth Wontor-Leach,225 W EVERGREEN AVE,Chicago,Illinois,60610,773-534-8510,773-534-8022,{'url': 'https://www.cps.edu/schools/schoolprofiles/609926'},{'url': 'https://franklinfineartscenter.org'},False,"K,1,2,3,4,5,6,7,8",K-8,367,151,32,10,191,50,94,15,0,0,0,17,0,0,There are 367 students enrolled at FRANKLIN.  41.1% are Low Income Students.  8.7% are Diverse Learners.  2.7% are Limited English Learners.,The largest demographic at FRANKLIN is Black.  This demographic makes up 52% of the student population.  The second greatest demographic is White at 25.6%.,False,Full Day,8:15-3:15,8:00 A.M.,False,"11, 156","Brown, Purple",Level 1+,GOOD STANDING,"This school received a Level 1+ rating, which is the highest rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",Schools that specialize in a specific subject area. Acceptance based on application and random lottery.,School Year 2022-2023,Network 4,True,False,True,False,41.9066,-87.635513,"{'type': 'Point', 'coordinates': [-87.635513, 41.9066]}",54,37,14926,290,46,Assistant Principal,Rebecca E. Barrera,{'url': 'http://twitter.com/@FFAC225'},,,{'url': 'http://www.facebook.com/FranklinFineArtsCenter'},,3:15 - 6:00 P.M.,,,,,,,Counselor,Tamara Ignjatovic,,,,,,,,,,,,,,,,
609935,3490,29091,GALLISTEL,Matthew Gallistel Elementary Language Academy,ES,False,True,True,True,"Gallistel Language Academy is a neighborhood school.  It offers Spanish and French language programs starting in kindergarten through 8th grade.  Gallistel also provides a rigorous academic program that is student-centered, data driven, and promotes a positive learning environment for the students, teachers, and community.  We offer a school-wide positive behavior intervention program (PBIS) known as “Purple Pride” with goals, incentives, and activities throughout the year.  Gallistel received a Creative School Certification in the Arts.  It also offers opportunities in before and after school programs including sports, choir, band and an engaging after school drama program.  We have partnerships with the Museum of Science and Industry, Rochelle Lee, Donors Choose and a school community board that is comprised of all parent driven organizations functioning within the school.",Principal,Kimberly Joyce Nelson,10347 S EWING AVE,Chicago,Illinois,60617,773-535-6540,773-535-6569,{'url': 'https://www.cps.edu/schools/schoolprofiles/609935'},{'url': 'http://gallistel.cps.edu/'},True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",614,502,77,216,38,567,6,0,3,0,0,0,0,0,There are 614 students enrolled at GALLISTEL.  81.8% are Low Income Students.  12.5% are Diverse Learners.  35.2% are Limited English Learners.,The largest demographic at GALLISTEL is Hispanic.  This demographic makes up 92.3% of the student population.  The second greatest demographic is Black at 6.2%.,True,Full Day,8:00 AM-3:00 PM,7:30 AM,True,,,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .",Schools that specialize in a specific subject area. Acceptance based on application and random lottery.,School Year 2022-2023,Network 13,True,False,True,False,41.706801,-87.535175,"{'type': 'Point', 'coordinates': [-87.535175, 41.706801]}",25,49,21202,715,47,Assistant Principal,Josephine Mounts,,Full and Half Day,True,{'url': 'https://www.facebook.com/Gallistel/'},,3:00 PM-5:00 PM,,,,,Spanish,,,,,,,,,,,,,,,,,,,
609944,3580,23361,GRISSOM,Virgil Grissom Elementary School,ES,False,True,True,True,"Grissom Elementary School offers a Fine and Performing Arts Magnet Program. Teachers and the city’s art institutions work together to make art an important part of the core curriculum. Grissom School has partnerships with Art Resources in Teaching (A.R.T.), International Music Foundation, Field Museum, and Art Institute. Grissom is named a School of Distinction.",Principal,Christine M Hurley,12810 S ESCANABA AVE,Chicago,Illinois,60633,773-535-5380,773-535-5362,{'url': 'https://www.cps.edu/schools/schoolprofiles/609944'},{'url': 'http://grissom.cps.edu'},True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",302,210,40,80,41,232,27,1,0,0,0,1,0,0,There are 302 students enrolled at GRISSOM.  69.5% are Low Income Students.  13.2% are Diverse Learners.  26.5% are Limited English Learners.,The largest demographic at GRISSOM is Hispanic.  This demographic makes up 76.8% of the student population.  The second greatest demographic is Black at 13.6%.,True,Full Day,7:45 am-2:45 pm,,True,,,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Network 13,True,False,True,False,41.662481,-87.553307,"{'type': 'Point', 'coordinates': [-87.553307, 41.662481]}",26,52,22250,586,47,Assistant Principal,Yanina Nevarez,,Half Day,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
609976,3850,23621,HAYT,Stephen K Hayt Elementary School,ES,False,True,True,True,"Hayt School is a neighborhood school, educating students Pre-k through 8th grade. Hayt’s enrollment is currently over 1000 students and about 75% of our student body speaks a second language from over 30 different countries.  
 
Academically, Hayt strives to challenge students to be their best. Hayt offers Middle School Algebra and each grade has a Gifted Comprehensive classroom beginning in first grade. This fall, our school received the PBIS Silver Level of recognition.     
 
All classrooms are equipped with Smart Boards, document cameras and computers.  Hayt has numerous laptop and iPad carts for student use.  We recently upgraded our computer lab with the latest Dell computers featuring large screens. Hayt’s library is one of the largest elementary libraries in CPS and all classrooms have their own class libraries.   
 
Hayt seeks to educate students beyond the classroom; enrichment classes include music, computer lab, art and dance.  In addition, Hayt is the only elementary school in Chicago that teaches German as a world language.    
 
Hayt offers a variety of after-school programs, sports and clubs beginning at 3rd grade.
 
    .tb_button {padding:1px;cursor:pointer;border-right: 1px solid #8b8b8b;border-left: 1px solid #FFF;border-bottom: 1px solid #fff;}.tb_button.hover {borer:2px outset #def; background-color: #f8f8f8 !important;}.ws_toolbar {z-index:100000} .ws_toolbar .ws_tb_btn {cursor:pointer;border:1px solid #555;padding:3px}   .tb_highlight{background-color:yellow} .tb_hide {visibility:hidden} .ws_toolbar img {padding:2px;margin:0px}
 
 
    .tb_button {padding:1px;cursor:pointer;border-right: 1px solid #8b8b8b;border-left: 1px solid #FFF;border-bottom: 1px solid #fff;}.tb_button.hover {borer:2px outset #def; background-color: #f8f8f8 !important;}.ws_toolbar {z-index:100000} .ws_toolbar .ws_tb_btn {cursor:pointer;border:1px solid #555;padding:3px}   .tb_highlight{background-color:yellow} .tb_hide {visibility:hidden} .ws_toolbar img {padding:2px;margin:0px}",Principal,Chris Twomey,1518 W GRANVILLE AVE,Chicago,Illinois,60660,773-534-2040,773-534-2187,{'url': 'https://www.cps.edu/schools/schoolprofiles/609976'},{'url': 'https://cps.edu/hayt'},True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",877,618,144,452,172,374,79,216,9,0,0,25,2,0,There are 877 students enrolled at HAYT.  70.5% are Low Income Students.  16.4% are Diverse Learners.  51.5% are Limited English Learners.,The largest demographic at HAYT is Hispanic.  This demographic makes up 42.6% of the student population.  The second greatest demographic is Asian at 24.6%.,True,Full Day,08:15 AM-03:15 PM,7:45 AM,True,"22, 36, 151, 155",Red,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Network 2,True,False,True,False,41.994541,-87.668504,"{'type': 'Point', 'coordinates': [-87.668504, 41.994541]}",14,76,4451,536,16,Assistant Principal,Mr. Chris Twomey,,Half Day,True,,,4:30 PM,,,,,Spanish,True,Case Manager,Elizabeth Graham,,,,,,,,,True,,,,,,,
609981,3890,23671,HEARST,Phoebe Apperson Hearst Elementary School,ES,False,True,True,True,"Phoebe A. Hearst is a neighborhood public school serving the LeClaire Courts/Sleepy Hollow community.  It’s one of 429 elementary schools in the City of Chicago School District 299.  Hearst serves 350 students from Pre-K to 8th grade.  Our school also offers comprehensive specialty programs for English Language Learners and Students with Autism.  With a rich academic and social curriculum, Hearst focuses on the whole child. Students are assessed regularly and provided with specific feedback towards improving. Hearst is a welcoming school where respect, responsibility, and hard work drive student success.  After-school programs address academics, physical fitness, well-being, and arts and crafts.  
 Hearst Partners in Education  DePaul University, After School All Stars, Common Threads, Ravinia,OpenLands, South Chicago Art Center, and Bulldog Sollutions. 
    MISSION:  The Hearst community will develop their capacities through rigorous LEARNING activities devoted to academic and professional growth.  Through COLLABORATIVE efforts we will set a course for college and career preparedness RESULTING in the achievement of our goals.",Principal,Teresa Helen Chrobak-Prince,4640 S LAMON AVE,Chicago,Illinois,60638,773-535-2376,773-535-2341,{'url': 'https://www.cps.edu/schools/schoolprofiles/609981'},{'url': 'https://www.hearst.cps.edu'},True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",319,240,125,94,102,208,5,2,1,0,0,1,0,0,There are 319 students enrolled at HEARST.  75.2% are Low Income Students.  39.2% are Diverse Learners.  29.5% are Limited English Learners.,The largest demographic at HEARST is Hispanic.  This demographic makes up 65.2% of the student population.  The second greatest demographic is Black at 32%.,True,Full Day,08:45 AM-03:45 PM,8:30,True,"47, 54B",,Level 2+,GOOD STANDING,"This school received a Level 2+ rating, which is the middle rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Network 10,True,False,True,False,41.808175,-87.745726,"{'type': 'Point', 'coordinates': [-87.745726, 41.808175]}",7,53,22268,604,28,Assistant Principal,,{'url': 'https://twitter.com/HearstWarriors'},Full and Half Day,True,,,3:45-5:00,,,,,,,School Clerk,Felix Mejia,Couselor,Samantha Pentz,Case Manager,Stacy Czub,,Terry Bentley,Dean of Students,,True,True,,,,,,
609997,4030,23831,HOLMES,Oliver Wendell Holmes Elementary School,ES,False,True,True,True,"Holmes Elementary School offers students a general education program which focuses on the Common Core State Standards. Grades 1-8 are departmentalized which affords students the opportunity to engage in a deeper and more concentrated area of study. Holmes teachers design coherent instruction to offer an intentional program of study to address the diverse needs of ALL students. All students in grades K-8 receive intervention services and are strongly encouraged to attend our Making Miracles Intervention, Tutoring & Enrichment Extended Day Program (M2ITE). Our school also offers a well articulated Multi-Tiered System of Supports (for which we affectionately call Miracle Transformation of Student Success) to offer academic and social emotional balance.  To further enhance curricular supports and social  learning, Holmes partners with Family Focus as well as other community based organizations to meet the needs of the students and families.  We offer adult programming on Saturdays from 10 am - 2pm sponsored by Holmes Parent University to promote healthy minds, healthy living and exercise. Our student Council gives students voice at Holmes School and allows us to support our community.",Principal,Diedre Kiochandra Y Coleman,955 W GARFIELD BLVD,Chicago,Illinois,60621,773-535-9025,773-535-9127,{'url': 'https://www.cps.edu/schools/schoolprofiles/609997'},{'url': 'http://owholmes.cps.edu'},True,"PK,K,1,2,3,4,5,6,7,8","PK,K-8",120,96,14,8,106,13,0,0,0,0,0,1,0,0,There are 120 students enrolled at HOLMES.  80% are Low Income Students.  11.7% are Diverse Learners.  6.7% are Limited English Learners.,The largest demographic at HOLMES is Black.  This demographic makes up 88.3% of the student population.  The second greatest demographic is Hispanic at 10.8%.,True,Full Day,07:45 AM-02:45 PM,7:35 AM,True,"8, 44, 55",Orange,Level 1,GOOD STANDING,"This school received a Level 1 rating, which is a high rating at CPS. This rating is based on the CPS School Quality Rating Policy (SQRP). To learn more, visit:  http://cps.edu/sqrp .","Schools that have an attendance boundary. Generally, all students who live within this area may attend the school. Acceptance based on student living in boundary area or application if out of boundary area.",School Year 2022-2023,Network 8,True,False,True,False,41.793788,-87.649795,"{'type': 'Point', 'coordinates': [-87.649795, 41.793788]}",11,66,21559,113,2,Dean of Students,Jalani McCaa,,Full Day,,,,,,,,,,,,,,,,,,,,,,,,,,,,
